Q-avg,Q-std,Q_loss,alpha,epoch,evaluation/episode-length-avg,evaluation/episode-length-max,evaluation/episode-length-min,evaluation/episode-length-std,evaluation/return-average,evaluation/return-max,evaluation/return-min,evaluation/return-std,model/max_penalty,model/mean_rollout_length,model/mean_rollout_reward,model/origin_ret,model/penalty_ret,model/val_loss,model/valid_num,perf/AverageLength,perf/AverageReturn,perf/NormalizedReturn,sampler/episodes,sampler/last-path-return,sampler/max-path-return,sampler/pool-size,sampler/total-samples,time-step,times/epoch_after_hook,times/epoch_before_hook,times/epoch_rollout_model,times/evaluation_metrics,times/evaluation_paths,times/timestep_after_hook,times/timestep_before_hook,times/train,timestep,timesteps_total,train-steps,training/Q/q1_loss,training/sac_Q/q1,training/sac_Q/q2,training/sac_Q/q2_loss,training/sac_Q/q_global_norm,training/sac_pi/alpha,training/sac_pi/alpha_loss,training/sac_pi/logp_pi,training/sac_pi/pi_entropy,training/sac_pi/pi_global_norm,training/sac_pi/policy_loss,training/sac_pi/std,training/sac_pi/valid_num
110.432945,52.97168,50.44366,0.116808854,10,166.7,180,158,7.963039620647383,375.433,399.94348,361.19025,13.762321,7.272723197937012,20.0,2.618986207773982,81.65496496649352,84.46905062883556,0.39125705,45046,166.7,375.433,0.08142687780662797,0,0,-inf,1000000,0,10,1.8086284399032593e-06,7.79181718826294e-05,492.7766832653433,0.0005534123629331589,7.381608543917537,0.003913547843694687,0.008081860840320587,64.6278758700937,1000,11000,11000,45.810173,110.24259,110.436386,46.065083,153.20175,0.11681058,-0.19331701,3.3303192,3.372158,1.0038009,-112.86843,0.4494631,4987.0
117.05762,56.912487,39.577095,0.12404951,11,173.4,180,170,2.939387691339814,364.14917,370.7317,359.51132,3.3509512,7.272723197937012,20.0,2.623719520362612,83.21849274220105,85.6315822830975,0.39125705,45045,173.4,364.14917,0.07896888331871878,0,0,-inf,1000000,0,11,1.8384307622909546e-06,0.00013154372572898865,493.66036415472627,0.0006014779210090637,7.647635981440544,0.003917321562767029,0.008202623575925827,62.7008696179837,1000,12000,12000,46.609825,119.0896,119.03628,46.625908,259.8537,0.12404258,0.20451097,3.8293118,3.6293697,0.804383,-122.94113,0.49213618,4953.0
125.29498,54.999207,41.348103,0.12404327,12,161.3,186,154,8.98943824718764,284.71124,307.63586,277.6793,8.279764,7.272723197937012,20.0,2.791952560587232,87.5285115429747,87.36233935807168,0.39125705,44752,161.3,284.71124,0.06166467498304684,0,0,-inf,1000000,0,12,1.7918646335601807e-06,0.00012811273336410522,483.865362521261,0.0006445944309234619,6.933499377220869,0.0038293953984975815,0.00835275836288929,64.554712228477,1000,13000,13000,47.76057,116.64781,117.131546,47.334427,254.53587,0.12405596,-0.16225795,5.0055003,3.7280822,1.2510852,-123.23234,0.54513943,4841.0
122.86983,59.753616,45.94172,0.12643008,13,858.4,1000,289,283.20317794827093,915.7189,1012.4309,538.9962,186.0684,7.272723197937012,20.0,2.7806485995376633,85.00137252844814,85.07369343656481,0.39125705,45240,858.4,915.7189,0.1991190101976954,0,0,-inf,1000000,0,13,1.9222497940063477e-06,0.00025973469018936157,486.570775013417,0.0006564948707818985,30.309534639120102,0.003958649933338165,0.008477233350276947,67.07698264345527,1000,14000,14000,48.91471,127.12334,127.59401,48.746574,130.68076,0.12639041,0.23453179,4.336001,3.446813,1.0779163,-130.87627,0.48487923,4961.0
127.94004,63.152332,59.888493,0.13439755,14,229.1,247,206,13.50148140020198,488.30112,524.8896,369.21564,45.19215,7.272723197937012,20.0,2.74649236383488,86.52417173567038,85.55413528228044,0.39125705,44942,229.1,488.30112,0.10601328428708257,0,0,-inf,1000000,0,14,1.909211277961731e-06,0.00013229995965957642,492.29411317780614,0.0005731154233217239,7.510420776903629,0.003971492871642113,0.008191822096705437,67.38208258897066,1000,15000,15000,53.881798,130.24162,130.29272,53.517136,202.33421,0.13434024,0.18891692,4.249457,3.7848976,0.9545195,-135.1179,0.5066366,4911.0
131.78014,64.68949,60.260384,0.12532662,15,27.9,28,27,0.3,21.363646,21.98546,19.88004,0.5528474,7.272723197937012,20.0,2.8532353715595407,88.88627674676398,85.59952105161965,0.39125705,44375,27.9,21.363646,0.004298856874731324,0,0,-inf,1000000,0,15,1.9688159227371216e-06,0.00015662983059883118,483.80258841626346,0.0004559047520160675,1.1937211975455284,0.004119653254747391,0.008404059335589409,70.54090299084783,1000,16000,16000,53.08648,137.57921,137.9849,53.07653,327.09155,0.12534767,-0.04936075,3.628994,3.7121024,2.9314837,-140.89864,0.48479348,4998.0
139.08327,61.701912,62.743446,0.12692797,16,138.7,143,136,1.9,20.646732,23.54921,18.915924,1.3064067,7.272723197937012,20.0,2.536858294692376,80.91438278152705,83.72219002192617,0.39125705,45112,138.7,20.646732,0.004142689459441502,0,0,-inf,1000000,0,16,1.8700957298278809e-06,8.437409996986389e-05,498.0219235625118,0.0005093887448310852,4.293073680251837,0.0038329102098941803,0.008239148184657097,59.50821049325168,1000,17000,17000,67.74522,135.64946,135.87367,67.47935,287.9706,0.12690552,0.1923392,4.220594,3.6980553,0.7456298,-139.8911,0.5032903,4945.0
148.50104,61.43304,58.26334,0.13787417,17,236.9,460,152,86.92922408488413,227.61934,733.6151,35.7061,214.63094,7.272723197937012,20.0,2.732608519964511,84.48780836822422,84.96625076226591,0.39125705,45047,236.9,227.61934,0.04922816977803096,0,0,-inf,1000000,0,17,1.7620623111724854e-06,0.0002612713724374771,483.29825955070555,0.0006158147007226944,7.422352505847812,0.0038586538285017014,0.008125383406877518,58.35986269824207,1000,18000,18000,61.890068,135.91333,136.92532,61.885212,204.06813,0.13789293,-0.052139483,5.467393,3.7240844,1.0659924,-145.87358,0.5476306,4789.0
143.65482,72.25782,61.30439,0.14043202,18,413.2,597,191,127.68931043748337,1103.4382,2208.3105,153.7805,906.36694,7.272723197937012,20.0,2.8239741291465905,86.43294079369569,84.98713787836016,0.39125705,45208,413.2,1103.4382,0.24001049657924925,0,0,-inf,1000000,0,18,9.883195161819458e-06,0.00014355406165122986,480.94992178864777,0.0007007066160440445,14.475038915872574,0.003871023654937744,0.008154802024364471,58.57050286792219,1000,19000,19000,54.08291,143.09247,143.40416,53.907814,210.14084,0.14039278,0.4208757,4.301083,3.9444318,0.70212036,-147.27997,0.525348,4960.0
143.50249,66.92449,70.91999,0.135339,19,146.4,160,136,9.189124006128115,352.87054,414.01016,304.351,42.596367,7.272723197937012,20.0,2.8819504366998765,89.0608026611517,86.4914887318045,0.39125705,45034,146.4,352.87054,0.07651202559401228,0,0,-inf,1000000,0,19,1.9352883100509644e-06,0.00012577325105667114,479.5412671659142,0.0005259513854980469,4.5009875278919935,0.003819955512881279,0.00811285711824894,60.32575351372361,1000,20000,20000,65.79306,138.79697,139.38242,66.04079,223.36807,0.1353346,-0.45661354,4.1697316,4.12015,1.0519948,-142.11476,0.55795956,4948.0
138.42996,71.41468,75.02217,0.13383816,20,177.6,194,153,10.650821564555478,333.24692,353.61234,296.59238,14.925811,7.272723197937012,20.0,2.796998908484892,85.16118466346215,85.07367124221504,0.39125705,45514,177.6,333.24692,0.07223735055343938,0,0,-inf,1000000,0,20,1.948326826095581e-06,8.193217217922211e-05,499.2747820354998,0.0006131120026111603,5.835367321968079,0.0038922764360904694,0.008199108764529228,59.120537946000695,1000,21000,21000,69.60687,144.62965,145.089,69.6295,317.11404,0.13382734,0.023208942,4.157182,3.9261985,1.0661561,-149.34048,0.5326716,4951.0
149.81819,66.47814,65.28709,0.1403389,21,681.3,1000,112,330.9797727958613,734.58215,1046.8579,177.27042,328.44794,7.272723197937012,20.0,2.827543216030383,85.94800146522265,86.51279353469431,0.39125705,45423,681.3,734.58215,0.15966144090866105,0,0,-inf,1000000,0,21,2.261251211166382e-06,0.00025146082043647766,486.8136092778295,0.0005308222025632858,22.83030830696225,0.003850463777780533,0.00819089263677597,58.39230533130467,1000,22000,22000,68.32426,146.62119,147.18533,68.19461,370.70883,0.14033693,-0.016703552,4.099945,3.8558755,1.1080092,-150.39375,0.5152882,4948.0
157.63931,71.087074,73.8326,0.13804154,22,150.4,156,145,3.6660605559646715,294.34216,322.79535,276.8203,16.924736,7.272723197937012,20.0,2.8112333885062677,86.00883245800932,84.99744855731367,0.39125705,45130,150.4,294.34216,0.06376260803617562,0,0,-inf,1000000,0,22,1.8533319234848022e-06,0.00013142451643943787,488.9550193268806,0.0007393285632133484,4.939659606665373,0.0038439705967903137,0.008221244439482689,59.5418732650578,1000,23000,23000,73.59338,158.63068,158.75806,73.079254,226.47159,0.1380346,-0.1617524,4.0589843,3.940002,0.87363267,-164.14421,0.5294188,4934.0
154.32832,69.252594,69.98199,0.14697607,23,113.2,121,108,3.893584466786357,221.4448,250.7627,210.10252,11.028258,7.272723197937012,20.0,2.5058826039871405,79.50804164096614,83.0366888036561,0.39125705,45198,113.2,221.4448,0.04788314956228339,0,0,-inf,1000000,0,23,1.8887221813201904e-06,0.00013245083391666412,487.6601044051349,0.0004685930907726288,3.4675317015498877,0.0038684196770191193,0.008232435211539268,61.11881349235773,1000,24000,24000,91.751656,146.7468,147.60861,92.00421,314.90042,0.14696889,0.07271738,5.0736823,4.0098786,1.048673,-154.9548,0.5563108,4856.0
157.1222,64.72673,53.500126,0.15438446,24,268.5,475,194,83.8811659432557,317.62857,526.5007,242.20956,85.12427,7.272723197937012,20.0,2.8331908593994286,87.68175822822869,86.49713114320517,0.39125705,45129,268.5,317.62857,0.06883515789027832,0,0,-inf,1000000,0,24,1.9799917936325073e-06,0.0001303553581237793,476.9081037975848,0.00046268850564956665,8.55579923465848,0.003851376473903656,0.008138354867696762,60.58973743766546,1000,25000,25000,63.539696,157.61172,157.70236,63.972004,268.56555,0.1544326,-0.30177608,3.5041587,3.7956123,0.93517107,-161.227,0.49933916,4984.0
159.73318,67.34344,78.314476,0.1493712,25,501.3,1000,151,407.2652820950983,711.4906,1194.6877,387.8352,392.3494,7.272723197937012,20.0,2.8333920552720158,85.54916296997462,84.68928288237572,0.39125705,45254,501.3,711.4906,0.1546313368618636,0,0,-inf,1000000,0,25,1.903623342514038e-06,0.0002502351999282837,484.7811497375369,0.0007931925356388092,15.754274867475033,0.003952475264668465,0.008178884163498878,61.95740091986954,1000,26000,26000,76.88877,156.54602,156.75636,76.702034,337.83325,0.14940818,-0.39055106,4.3067503,3.8303533,1.2586358,-160.80518,0.5225968,4948.0
148.60727,80.703865,89.08482,0.1501372,26,1000.0,1000,1000,0.0,4794.6143,4864.749,4701.864,52.04452,7.272723197937012,20.0,2.7980538791726604,85.87672229388836,85.2001883778572,0.39125705,45276,1000.0,4794.6143,1.0440707378431313,0,0,-inf,1000000,0,26,1.944601535797119e-06,0.00015712343156337738,484.5929433479905,0.0005138609558343887,33.55884077399969,0.003929628059267998,0.008182605728507042,58.51908506825566,1000,27000,27000,72.73199,157.81113,158.40488,71.959076,339.3698,0.15017411,-0.5328344,4.253484,3.8166115,1.294093,-163.3522,0.52189034,4928.0
149.99228,79.89009,79.367645,0.1604885,27,288.7,349,252,27.604528613979266,464.0918,526.66833,427.1076,28.179508,7.272723197937012,20.0,2.752698036558955,85.1321725381318,84.9555928811401,0.39125705,45274,288.7,464.0918,0.10073969353955392,0,0,-inf,1000000,0,27,1.776963472366333e-06,0.00011634081602096558,483.789967302233,0.0005801413208246231,10.428417740389705,0.0037998389452695847,0.008151624351739883,58.78048522770405,1000,28000,28000,86.25445,146.50237,147.69852,86.884415,316.39838,0.16053632,-0.1706798,5.528601,3.8905048,1.2457302,-154.91359,0.5707734,4832.0
155.02237,73.84287,76.91785,0.15035887,28,261.6,288,217,24.88453334905037,377.86786,401.6648,316.7083,27.24373,7.272723197937012,20.0,2.7937208333576344,85.08835809799334,83.4424278713733,0.39125705,45449,261.6,377.86786,0.08195726758514754,0,0,-inf,1000000,0,28,1.903623342514038e-06,0.00013857893645763397,488.5382574368268,0.0005590915679931641,9.53005175292492,0.003894772380590439,0.008108146488666534,57.78386458195746,1000,29000,29000,75.83129,150.13867,151.07147,75.95388,256.359,0.1503786,-0.07227576,5.0765524,3.9555893,0.7713651,-157.72133,0.5726224,4880.0
148.36282,77.43588,72.99237,0.14416282,29,332.6,1000,222,223.65696948675668,975.1317,4404.509,548.746,1143.8156,7.272723197937012,20.0,2.854233146937696,86.18433232600073,84.66385814920008,0.39125705,45587,332.6,975.1317,0.21206109249904342,0,0,-inf,1000000,0,29,2.080574631690979e-06,0.0002495869994163513,481.64578391984105,0.00048230215907096863,11.883362816646695,0.003854956477880478,0.008153358474373817,60.79131994396448,1000,30000,30000,88.36879,154.7609,155.07008,88.61692,322.4079,0.14415471,0.5903178,4.7535324,3.9635506,1.3896807,-160.3051,0.54978025,4942.0
161.61807,72.46918,85.400925,0.14861993,30,117.7,120,116,1.0999999999999999,279.30756,292.06793,273.3392,5.048731,7.272723197937012,20.0,2.6829535282880834,85.42468692922824,86.2843352247715,0.39125705,45490,117.7,279.30756,0.06048757330600348,0,0,-inf,1000000,0,30,1.775100827217102e-06,0.00012945756316184998,492.3223827537149,0.0005081556737422943,3.672617683187127,0.00382225401699543,0.008162083104252815,59.53053222224116,1000,31000,31000,83.695145,157.00894,156.98372,84.13886,216.13963,0.1486382,-0.19701444,4.367171,4.0099325,0.939624,-162.65108,0.5471591,4941.0
168.91508,73.60074,97.67417,0.15649566,31,184.7,189,177,4.605431575867781,472.36578,492.42105,458.81003,10.03836,7.272723197937012,20.0,2.7704923250468663,82.87038999734975,83.40181947343052,0.39125705,45509,184.7,472.36578,0.10254204156903045,0,0,-inf,1000000,0,31,1.7601996660232544e-06,0.00014551915228366852,485.28567950986326,0.0004743095487356186,5.802100518718362,0.003823447972536087,0.008143726736307144,58.46189898625016,1000,32000,32000,94.84592,161.64087,162.09192,95.24441,398.7489,0.15653645,-0.19547755,4.54791,4.1604834,1.0596681,-168.06833,0.57199377,4928.0
165.72095,78.39547,80.68758,0.16411535,32,146.6,173,133,16.280049139974977,273.0331,365.35596,230.66402,58.166862,7.272723197937012,20.0,2.859017719776919,86.83020577762592,85.93851802956641,0.39125705,45208,146.6,273.0331,0.05912079171982308,0,0,-inf,1000000,0,32,1.9352883100509644e-06,0.00013795681297779083,489.01261987537146,0.000516524538397789,4.511270508170128,0.0037949327379465103,0.008100226521492004,57.99512033909559,1000,33000,33000,91.37363,161.87769,162.9067,91.918884,244.84573,0.16407143,0.17109737,5.1376567,4.049554,1.4751773,-169.18433,0.56855756,4912.0
154.93958,77.98608,101.79516,0.15914184,33,221.1,1000,128,259.6845971558575,863.2806,4758.5547,397.29852,1298.6188,7.272723197937012,20.0,2.89471848061488,86.74939671384767,83.31187947362125,0.39125705,45391,221.1,863.2806,0.18769621524061536,0,0,-inf,1000000,0,33,1.7434358596801758e-06,0.00024823471903800964,495.6396795269102,0.0005427133291959763,6.766359109431505,0.0038643479347229004,0.008199594914913177,60.07685041986406,1000,34000,34000,79.9008,164.98093,165.59978,80.32476,303.1073,0.15914914,-0.1319037,3.9174914,3.9429657,1.583726,-170.41774,0.52695495,4964.0
176.46883,71.22197,83.16222,0.16574527,34,151.8,157,146,3.370459909270543,351.99414,372.50012,338.93494,10.195813,7.272723197937012,20.0,2.8269900526760363,84.79849142675232,83.84941007601202,0.39125705,45852,151.8,351.99414,0.07632111585334016,0,0,-inf,1000000,0,34,1.8551945686340332e-06,6.921403110027313e-05,479.9848344475031,0.00046310387551784515,4.575009306892753,0.0038510803133249283,0.00803712010383606,59.71663819812238,1000,35000,35000,85.6747,170.04568,170.71786,86.22403,245.8252,0.16571122,-0.3907907,4.514081,4.2448816,1.4852656,-177.39484,0.58388424,4914.0
157.97395,74.91385,95.33384,0.15892425,35,493.3,1000,167,332.0096534741121,1842.3223,4186.8105,374.69647,1504.9062,7.272723197937012,20.0,2.86156401992327,84.84375102028258,83.29648688609541,0.39125705,45629,493.3,1842.3223,0.40096388106067954,0,0,-inf,1000000,0,35,1.8719583749771118e-06,7.90860503911972e-05,475.85612196289003,0.0005767028778791428,16.527735516428947,0.0039250776171684265,0.008256319910287857,59.267551109194756,1000,36000,36000,75.74451,168.24223,168.57129,75.804405,278.72104,0.15892656,0.063157804,3.7841783,3.675939,1.5709409,-170.52742,0.49775875,5038.0
163.72705,74.806786,76.293846,0.15869427,36,30.1,31,30,0.3,30.511978,34.067596,29.711416,1.2086266,7.272723197937012,20.0,2.7391703430095395,83.66565258072397,83.67071241757155,0.39125705,45659,30.1,30.511978,0.0062916663380467456,0,0,-inf,1000000,0,36,1.8496066331863403e-06,0.00011429376900196075,476.3149493597448,0.00042368099093437195,0.9313440453261137,0.00391596183180809,0.008164100348949432,58.6139247007668,1000,37000,37000,72.31348,172.86577,173.08247,71.77021,199.54385,0.15867706,0.44028237,3.8298097,3.6076035,1.2549179,-175.59428,0.4787831,5022.0
160.9904,80.15084,86.502304,0.16346563,37,149.2,154,146,2.181742422927143,331.99097,341.53046,325.79974,5.149737,7.272723197937012,20.0,2.739505285503846,82.52178498879792,82.95377077070654,0.39125705,45321,149.2,331.99097,0.07196376289491996,0,0,-inf,1000000,0,37,1.9390136003494263e-06,0.00025087036192417145,474.98289065249264,0.0005500391125679016,4.4041132517158985,0.0038367267698049545,0.008127668872475624,59.53363612294197,1000,38000,38000,79.982445,164.49336,164.28787,80.34177,273.07407,0.1634662,0.015565012,4.287764,3.71602,1.1408838,-169.20349,0.50784415,4980.0
171.23514,74.718956,86.43626,0.15099072,38,119.7,123,116,2.41039415863879,376.64508,391.5044,358.8715,11.51134,7.272723197937012,20.0,2.8742814688987695,87.1062905164318,85.11682754975378,0.39125705,45491,119.7,376.64508,0.08169090601786394,0,0,-inf,1000000,0,38,1.987442374229431e-06,0.0001289714127779007,475.50030859559774,0.0005199648439884186,4.887175625190139,0.003930103033781052,0.008213801309466362,60.73123177327216,1000,39000,39000,82.407425,169.27817,169.32272,82.74444,298.531,0.1510285,-0.28422612,4.3122005,3.7385764,1.2544312,-175.54083,0.5216151,4921.0
169.19264,77.34225,83.08161,0.15609434,39,120.8,125,117,2.5219040425836985,252.59163,261.70557,243.85156,5.196743,7.272723197937012,20.0,2.833534844382965,84.40083723991394,82.8703217834103,0.39125705,45671,120.8,252.59163,0.05466796062398372,0,0,-inf,1000000,0,39,1.950189471244812e-06,0.00011515803635120392,485.661872824654,0.0004540383815765381,3.814311796799302,0.0038974154740571976,0.008096924051642418,58.65207997895777,1000,40000,40000,86.92879,164.69339,164.59587,87.13638,182.865,0.15610835,-0.21632437,4.406604,3.9223385,1.6908906,-171.14171,0.5564191,4936.0
171.91162,77.58953,83.99088,0.15180112,40,1000.0,1000,1000,0.0,4603.238,4701.204,4438.4575,92.83294,7.272723197937012,20.0,2.9206403278603275,86.3985726650333,84.49265784639478,0.39125705,45694,1000.0,4603.238,1.0023826131273208,0,0,-inf,1000000,0,40,1.8328428268432617e-06,7.915683090686798e-05,495.5913258679211,0.0005729012191295624,31.872260304167867,0.0038663502782583237,0.007977733388543129,59.872680669650435,1000,41000,41000,73.62054,167.11739,167.18741,73.03825,295.61563,0.1518046,-0.073058546,3.7030385,3.639569,1.2149671,-171.54723,0.48654574,4982.0
160.43555,78.470856,87.53852,0.14580049,41,261.6,1000,153,249.05228366750623,1030.5592,4751.042,496.94684,1253.7109,7.272723197937012,20.0,2.9110776240208933,86.24376460871066,83.51997264187038,0.39125705,45716,261.6,1030.5592,0.22413503339591154,0,0,-inf,1000000,0,41,1.9837170839309692e-06,0.0003001876175403595,483.5893388465047,0.0006643179804086685,7.965200295671821,0.0038463249802589417,0.008243285119533539,59.93627139180899,1000,42000,42000,72.63436,174.78743,175.21558,72.88128,325.88226,0.14579442,-0.030294424,4.467588,3.5364983,1.2720723,-179.08598,0.49917313,4992.0
169.92628,80.02669,89.376076,0.14985967,42,171.2,174,168,1.9390719429665315,398.4847,408.40796,391.59485,5.3196454,7.272723197937012,20.0,2.8832262028887095,86.47595392700178,84.29114334325493,0.39125705,45608,171.2,398.4847,0.0864482999075616,0,0,-inf,1000000,0,42,1.7918646335601807e-06,0.0001373346894979477,479.8012864161283,0.0005596280097961426,5.234561819583178,0.0039016511291265488,0.00820048525929451,61.371890272945166,1000,43000,43000,95.021255,174.94946,174.93692,94.86268,233.5127,0.14986934,-0.27272415,3.686615,3.678495,1.0688162,-177.55275,0.48762268,5031.0
166.24539,77.49231,80.739075,0.15394847,43,155.9,157,155,0.5385164807134505,409.5342,412.1916,404.21533,2.444771,7.272723197937012,20.0,2.7265948710629426,81.6869872742418,82.32168143018245,0.39125705,45664,155.9,409.5342,0.08885524641515806,0,0,-inf,1000000,0,43,1.7024576663970947e-06,0.000121263787150383,482.4201045669615,0.0004433300346136093,4.5993858724832535,0.0038492362946271896,0.00811239518225193,60.10030444338918,1000,44000,44000,90.53147,165.41333,165.40819,89.887314,272.6488,0.15393277,0.39054486,5.1873245,3.7511337,1.4205188,-172.08124,0.53641284,4913.0
