perf/NormalizedReturn,time-step
0.0612132603322932,0
0.0649872210969011,1
0.0702998274189128,2
0.0794830326732373,3
-0.0044246207324362,4
-0.0039329718937225,5
0.0101644581929413,6
0.0835129712383298,7
0.0018413250278404,8
0.0496026966907591,9
0.0195254812988601,10
0.0332743995645989,11
0.0683776937979198,12
0.0641884488387375,13
0.0638627761527731,14
0.1038288841054308,15
0.0495162993634854,16
0.0572160419337718,17
0.0735981624708711,18
0.024407693117761,19
0.0806582463926808,20
0.1058253926194749,21
0.0780611546342854,22
0.0252448028811288,23
0.0530166458786217,24
0.376261950188784,25
0.0622493235993464,26
0.0440624950857708,27
0.0494714703420973,28
0.1321224016968893,29
0.0599205478432146,30
0.6530666352763644,31
0.0910584065135232,32
0.0890465550201118,33
0.7432725048478599,34
0.0352482924738736,35
0.0944486266004968,36
0.9455127565777643,37
0.0589798995600694,38
0.0668751986399091,39
0.2394085306053882,40
0.3953721229234194,41
1.0002452323967372,42
0.5426671712174729,43
0.0762231547857677,44
0.1242221633476952,45
0.8624435794611067,46
0.201686353328418,47
0.9559564062007824,48
0.2725145584825298,49
0.3335598061052193,50
0.2367929913739666,51
0.0490963684000298,52
0.0584649059428214,53
0.0549552692137918,54
0.0928042487697664,55
0.281342089809172,56
0.1822761415856519,57
0.4544643448865024,58
1.0916759875862172,59
0.8952120352012148,60
0.0642688864688696,61
0.0861181466461666,62
0.5011310403839218,63
1.055891160602585,64
0.2436497342849929,65
0.8907384797820749,66
0.0770420298037262,67
0.0646555388557598,68
0.053826749206253,69
0.8006689686129983,70
0.0412151758202843,71
1.0253129484058547,72
0.7995551268110241,73
0.7915692257096084,74
0.7186805541538904,75
0.3883482292874311,76
0.5148762758027934,77
0.7331402884559517,78
0.4296284487978777,79
0.9611379191288928,80
0.9775518756834056,81
0.6675410477839903,82
0.0436419591781547,83
0.735263522800013,84
0.6533306302489102,85
0.99996975013288,86
1.0213228164960704,87
0.8548017652799915,88
0.1018901643780593,89
0.962671578882776,90
0.5683661032477723,91
0.31411634237684,92
0.5300163130236311,93
0.4173269691238063,94
0.0899677520217887,95
1.073169961283516,96
0.0817407773485458,97
0.3647576938499157,98
1.0073716075621566,99
0.3321946798058077,100
0.8353193723977235,101
0.0892707898715155,102
0.8924470016370322,103
0.6683637718422667,104
0.0912343455481575,105
0.7955915858533497,106
0.954394453673854,107
0.9097902587858772,108
0.9266650897223566,109
0.4446841395186233,110
0.6615113898473863,111
1.048268810998414,112
0.4067362981265734,113
0.958461273889523,114
1.0211374243779612,115
0.1594868846035364,116
0.4940189179688332,117
0.2969456870981394,118
0.6457062065504747,119
1.1380728381016267,120
1.0306514543152214,121
0.9885435116475016,122
1.0338606631434455,123
1.0540017139094728,124
0.9506552339881778,125
0.4522875031829878,126
1.0744001650919226,127
0.6964009526553869,128
1.0271618704879515,129
0.888934336863331,130
0.9820393647614508,131
0.0796429971933916,132
0.4835177255254497,133
0.9125917751363546,134
1.006379977776079,135
0.3734843125133013,136
0.879311124476708,137
0.8315945118261864,138
1.0703430239828218,139
1.0798777948627276,140
1.0131289741491565,141
0.2723774289424997,142
0.9988983474904728,143
0.8802394677967644,144
1.0814691038007849,145
1.0715896078177278,146
0.8242497185801373,147
0.1074349628938935,148
0.6253259435792682,149
1.050592115666149,150
0.647191151680093,151
1.0184677991499482,152
0.9649798862535212,153
1.0422796776728254,154
0.9196870920697098,155
1.0620569642139908,156
0.8805925956407823,157
1.0486306606747238,158
1.044466943029567,159
1.0352409462855598,160
1.0132860734942208,161
1.0077112272025026,162
0.9100322364500762,163
0.8683862849843117,164
0.3913520496015596,165
0.8215284005412231,166
1.11809803396819,167
0.8710438379200667,168
0.9774074336315453,169
1.102397672204495,170
0.9886500881835576,171
1.0414815236542985,172
0.8543649823006364,173
0.6171806563109065,174
1.0585522767259226,175
0.3521960483004022,176
0.0825195864494129,177
0.9991469197107952,178
0.9917029422133764,179
0.1942974855792469,180
1.028398668852481,181
0.9716595334234964,182
0.9266437105968603,183
0.4609476976480032,184
0.7880799609737639,185
0.9622044290361116,186
1.06542327238728,187
0.1334765326376034,188
0.9726236149831884,189
0.9687267641334052,190
0.537996470479391,191
0.5462062142156668,192
1.0289527179306406,193
0.7931103309300824,194
1.0491303578467708,195
0.9617296209952394,196
1.0858772454777348,197
0.4873043834696899,198
0.9919505571594228,199
0.9714663767473712,200
1.0095786565872678,201
0.4733095121924117,202
0.8295906176751938,203
0.890245058074726,204
1.0471368873490052,205
1.068389014457987,206
0.2814355304148858,207
0.7760055414397578,208
1.0290464244458757,209
0.7508086465852909,210
0.7274208937485647,211
0.7109213143282584,212
1.0822426877795623,213
0.7552997520328233,214
1.0297971402058386,215
1.0576702016625372,216
0.93107844322592,217
1.01054135541745,218
1.0753557375469394,219
1.0152465712113703,220
1.0519778233624937,221
1.016864152010112,222
1.0373847088446495,223
1.0066525882171082,224
1.0232628923619995,225
1.0625678295859238,226
0.3197796301752754,227
0.3760667460093462,228
