Q-avg,Q-std,Q_loss,alpha,epoch,evaluation/episode-length-avg,evaluation/episode-length-max,evaluation/episode-length-min,evaluation/episode-length-std,evaluation/return-average,evaluation/return-max,evaluation/return-min,evaluation/return-std,model/max_penalty,model/mean_rollout_length,model/mean_rollout_reward,model/origin_ret,model/penalty_ret,model/val_loss,model/valid_num,perf/AverageLength,perf/AverageReturn,perf/NormalizedReturn,sampler/episodes,sampler/last-path-return,sampler/max-path-return,sampler/pool-size,sampler/total-samples,time-step,times/epoch_after_hook,times/epoch_before_hook,times/epoch_rollout_model,times/evaluation_metrics,times/evaluation_paths,times/timestep_after_hook,times/timestep_before_hook,times/train,timestep,timesteps_total,train-steps,training/Q/q1_loss,training/sac_Q/q1,training/sac_Q/q2,training/sac_Q/q2_loss,training/sac_Q/q_global_norm,training/sac_pi/alpha,training/sac_pi/alpha_loss,training/sac_pi/logp_pi,training/sac_pi/pi_entropy,training/sac_pi/pi_global_norm,training/sac_pi/policy_loss,training/sac_pi/std,training/sac_pi/valid_num
106.39752,52.60517,39.302967,0.111866914,10,106.9,119,66,20.216082706597735,91.26407,102.44934,53.440834,18.746347,7.337900161743164,20.0,2.678864240993662,86.14405442565959,87.40859680258453,0.35430613,44318,106.9,91.26407,0.019525481298860118,0,0,-inf,1000000,0,10,1.944601535797119e-06,0.00010998547077178955,478.8300209864974,0.00048026442527770996,3.507901906967163,0.0039153024554252625,0.00817415863275528,58.43096159398556,1000,11000,11000,45.40075,106.17084,106.42007,45.228832,155.16302,0.1118696,-0.060134917,5.0131936,3.49999,0.8585752,-111.152,0.51773417,4907.0
108.37164,58.438114,45.72568,0.113609865,11,83.7,91,75,5.532630477449221,154.38083,170.59886,134.44843,12.813825,7.337900161743164,20.0,2.7042972456068277,85.13542590720125,86.77467031949818,0.35430613,43862,83.7,154.38083,0.03327439956459896,0,0,-inf,1000000,0,11,1.952052116394043e-06,9.300559759140015e-05,482.0326704457402,0.0005155429244041443,2.7506021857261658,0.0038919597864151,0.008681178092956543,57.82300655543804,1000,12000,12000,41.94047,113.61333,113.44582,41.746315,160.7128,0.11363156,-0.34462798,4.692731,3.2776616,1.0676664,-119.56762,0.48963293,4899.0
109.05642,61.118484,52.265713,0.11835165,12,135.8,143,130,4.489988864128729,315.5285,325.85934,305.96054,6.717497,7.337900161743164,20.0,2.5709363740539675,84.81419716452294,88.42251852919519,0.35430613,44415,135.8,315.5285,0.0683776937979198,0,0,-inf,1000000,0,12,2.041459083557129e-06,0.00012927502393722534,478.5567714571953,0.00048281997442245483,4.298073053359985,0.0037144869565963745,0.008831627666950226,57.63900063931942,1000,13000,13000,53.83488,114.94143,114.62578,53.98354,193.93097,0.11832313,0.818,4.853822,3.6599567,0.8904796,-119.61222,0.5095957,4925.0
117.80813,63.024105,54.80733,0.116290316,13,131.6,139,127,3.8522720568516444,296.29706,306.6965,289.7764,5.746732,7.337900161743164,20.0,2.7863578723064735,87.76689661583468,86.9798038673836,0.35430613,43724,131.6,296.29706,0.06418844883873759,0,0,-inf,1000000,0,13,1.8998980522155762e-06,0.00027533620595932007,475.33389869332314,0.0005581080913543701,4.089290343225002,0.00368654727935791,0.008257821202278137,57.751138128340244,1000,14000,14000,60.91803,122.23106,122.00319,60.814278,217.63127,0.11630762,0.23883672,4.989569,3.3893104,1.2056006,-127.861824,0.51967317,4900.0
119.83193,63.001854,60.10028,0.11614302,14,128.8,133,120,3.682390527904394,294.802,317.26324,253.17584,21.659115,7.337900161743164,20.0,2.733607979908997,85.5311922649335,85.83841059035957,0.35430613,44624,128.8,294.802,0.06386277615277314,0,0,-inf,1000000,0,14,1.952052116394043e-06,7.073581218719482e-05,485.36745811253786,0.0005461722612380981,4.097053721547127,0.003722161054611206,0.008101172745227814,57.48786797374487,1000,15000,15000,66.05123,120.834496,120.97191,66.33596,283.78223,0.11615465,-0.012343494,5.235189,3.4617362,0.9178332,-127.59266,0.5216834,4881.0
119.41439,59.5363,55.842564,0.12523422,15,205.2,227,191,12.383860464330176,478.27325,504.4258,461.68787,14.349284,7.337900161743164,20.0,2.5298267769479343,80.63767917305911,83.990604975636,0.35430613,44809,205.2,478.27325,0.10382888410543084,0,0,-inf,1000000,0,15,1.8253922462463379e-06,0.00011571496725082397,486.1121788546443,0.0006274878978729248,6.7672752141952515,0.0037858188152313232,0.008193247020244598,58.37986447662115,1000,16000,16000,59.97464,126.03445,125.5614,60.042217,283.67346,0.12526365,-0.29215646,5.292859,3.5015283,0.79577863,-131.98895,0.53903747,4913.0
116.471985,69.494995,63.47665,0.1245317,16,201.9,339,125,75.08588415940775,228.94205,628.7912,62.387207,210.46843,7.337900161743164,20.0,2.5546503237628513,83.0568724901793,85.81819528998673,0.35430613,44324,201.9,228.94205,0.04951629936348543,0,0,-inf,1000000,0,16,1.8700957298278809e-06,0.00010528415441513062,483.67308089882135,0.0005453452467918396,6.790422856807709,0.004109978675842285,0.00832325965166092,60.227544240653515,1000,17000,17000,59.717484,123.29509,122.98633,60.53241,202.68117,0.12451436,0.23228703,5.559424,3.5769691,0.83666885,-129.54665,0.52494997,4885.0
127.059326,74.86753,63.660744,0.12471844,17,114.2,118,109,2.6,264.28903,279.41718,241.35637,10.8767805,7.337900161743164,20.0,2.718250696016449,86.1079022516937,86.54905583369553,0.35430613,43773,114.2,264.28903,0.05721604193377182,0,0,-inf,1000000,0,17,1.7657876014709473e-06,0.00032582879066467285,489.4677902236581,0.0006050094962120056,3.8801335096359253,0.004033952951431274,0.008391737937927246,58.78966122865677,1000,18000,18000,78.33476,120.239624,120.18933,78.800186,247.14099,0.12472543,-0.4892785,6.5049734,3.810775,0.75393,-128.65778,0.6089278,4817.0
133.84189,65.74087,64.5586,0.124984026,18,133.8,144,117,10.293687385966216,339.49396,391.09705,247.22424,55.835133,7.337900161743164,20.0,2.691707137126828,83.20490608702116,84.53096403680742,0.35430613,44486,133.8,339.49396,0.07359816247087114,0,0,-inf,1000000,0,18,1.780688762664795e-06,0.00014740228652954102,486.172974973917,0.0005337893962860107,4.368061080574989,0.004040353000164032,0.008449293673038483,59.24966883659363,1000,19000,19000,83.00876,129.91373,129.34822,82.98718,238.77667,0.124964066,-0.09108008,4.847654,3.5964172,0.84330523,-135.30235,0.5161197,4929.0
126.560326,70.78519,74.52153,0.13200504,19,58.8,61,57,1.2489995996796797,113.6767,119.60663,110.5912,2.787834,7.337900161743164,20.0,2.493153084135384,83.85238858099129,87.61270419877053,0.35430613,43668,58.8,113.6767,0.024407693117761062,0,0,-inf,1000000,0,19,1.944601535797119e-06,0.0001276656985282898,477.60731763392687,0.0004752352833747864,1.8616398051381111,0.0040130168199539185,0.008329741656780243,59.0191770195961,1000,20000,20000,76.6339,126.38206,125.49498,77.001465,202.50009,0.13194154,0.41526923,6.1086283,3.64468,0.94274795,-134.85811,0.5530422,4801.0
135.82422,64.99657,78.62082,0.12766755,20,146.0,147,145,0.4472135954999579,371.90448,375.91827,365.64038,3.731082,7.337900161743164,20.0,2.6823282707760936,85.44651685738893,86.01346336122394,0.35430613,44309,146.0,371.90448,0.08065824639268088,0,0,-inf,1000000,0,20,1.8551945686340332e-06,8.6270272731781e-05,483.51472245901823,0.0005166903138160706,4.714226096868515,0.003989838063716888,0.00837264209985733,57.859103851020336,1000,21000,21000,77.5372,130.09592,129.14299,77.643074,247.34497,0.12766686,0.17665811,4.621743,3.883821,0.95991635,-134.60503,0.5328397,4933.0
128.65347,73.59322,75.04674,0.13206096,21,155.6,157,152,1.2806248474865698,487.43857,492.4685,481.5647,3.7110977,7.337900161743164,20.0,2.5433391583319165,80.74891971667137,84.93227870604991,0.35430613,44465,155.6,487.43857,0.1058253926194749,0,0,-inf,1000000,0,21,1.8924474716186523e-06,0.0002949237823486328,483.91058716923,0.0006042644381523132,5.082569368183613,0.0040730759501457214,0.00827878713607788,59.72725524753332,1000,22000,22000,70.60261,143.76082,143.10452,71.28267,184.77304,0.13203326,0.107315205,4.751354,3.4738376,1.1751994,-148.59827,0.49520162,4937.0
133.97475,73.56228,75.88219,0.13556416,22,121.1,124,119,1.445683229480096,359.9821,369.87643,352.4842,4.7339253,7.337900161743164,20.0,2.771712479596924,85.55060997655768,84.0410339156717,0.35430613,44505,121.1,359.9821,0.07806115463428545,0,0,-inf,1000000,0,22,1.8924474716186523e-06,0.00012961775064468384,486.962164349854,0.0005643218755722046,4.085108160972595,0.003991484642028809,0.008395008742809296,59.70288445055485,1000,23000,23000,89.45658,135.37253,134.81876,89.42275,261.10922,0.13558994,-0.17556742,4.709478,3.6908302,0.71999425,-139.91525,0.5204003,4953.0
147.97012,62.91742,77.373604,0.14171551,23,68.3,71,64,1.7916472867168918,117.51959,125.53362,109.80258,3.800297,7.337900161743164,20.0,2.661289041396124,83.82847600529126,85.56118501225055,0.35430613,44337,68.3,117.51959,0.02524480288112885,0,0,-inf,1000000,0,23,9.872019290924072e-06,0.00013405084609985352,486.2985719293356,0.0005136728286743164,2.35170229524374,0.003963842988014221,0.00831276923418045,59.177998922765255,1000,24000,24000,72.575966,139.88899,139.64291,73.04499,215.36902,0.14169753,-0.036178574,4.9236307,3.7018552,1.1289742,-145.70825,0.51987785,4907.0
139.13992,72.05814,85.776054,0.13253313,24,105.7,112,99,5.139066063011838,245.01099,268.86255,221.36827,18.263361,7.337900161743164,20.0,2.8123997428462606,87.10294547569269,85.33051554617406,0.35430613,44316,105.7,245.01099,0.0530166458786217,0,0,-inf,1000000,0,24,1.780688762664795e-06,8.999556303024292e-05,483.6062348559499,0.00045709311962127686,3.4844963178038597,0.003915809094905853,0.008340589702129364,58.95946391671896,1000,25000,25000,84.068054,142.99104,142.6597,84.06708,240.21689,0.13253534,0.0289711,4.772484,3.3929284,0.90478,-149.3369,0.48100418,4898.0
137.4328,71.089554,85.50236,0.13392697,25,408.8,1000,177,325.2257062410658,1728.9238,5000.7676,510.5001,1750.5021,7.337900161743164,20.0,2.699350749923966,84.42906912089035,85.23376980415046,0.35430613,44571,408.8,1728.9238,0.37626195018878406,0,0,-inf,1000000,0,25,1.8849968910217285e-06,0.00034305453300476074,478.1688845977187,0.0006024688482284546,13.433028638362885,0.004014723002910614,0.008948609232902527,58.90449433773756,1000,26000,26000,82.889114,136.82977,136.52754,83.09929,292.64407,0.13385707,0.5964067,5.057559,3.9554107,1.115151,-143.38939,0.55256766,4887.0
146.922,69.53873,76.140114,0.13015266,26,120.6,123,117,1.9595917942265424,287.39517,295.49207,275.2152,6.7879047,7.337900161743164,20.0,2.709252864592704,86.08706550342131,85.34918834849297,0.35430613,44289,120.6,287.39517,0.062249323599346415,0,0,-inf,1000000,0,26,2.078711986541748e-06,0.00010641664266586304,492.5175428465009,0.0006951838731765747,3.88893211632967,0.003969527781009674,0.008137047290802002,58.27920063585043,1000,27000,27000,77.35086,144.03079,143.49321,77.54281,242.72792,0.1301588,0.33238146,6.141137,3.6762588,1.0656075,-152.19745,0.5703942,4841.0
139.35883,70.88473,83.333206,0.13382468,27,87.5,90,84,1.91049731745428,203.90543,212.8873,191.51663,6.7190347,7.337900161743164,20.0,2.7042103651055402,83.33592025290712,83.59408299073816,0.35430613,44783,87.5,203.90543,0.044062495085770814,0,0,-inf,1000000,0,27,1.959502696990967e-06,0.00011679530143737793,484.91751796007156,0.0005923807621002197,2.8213855177164078,0.004029884934425354,0.00835060328245163,59.384327568113804,1000,28000,28000,68.74283,135.11746,134.26326,68.69281,188.61482,0.13383578,-0.27786762,5.5875425,3.6193326,2.000908,-143.38194,0.54628116,4828.0
144.12372,69.2371,74.45971,0.13776208,28,110.3,127,82,11.602154972245458,228.73625,280.26025,138.47237,36.238728,7.337900161743164,20.0,2.573696035114358,82.2360919658703,85.61041494146467,0.35430613,44668,110.3,228.73625,0.04947147034209736,0,0,-inf,1000000,0,28,1.7881393432617188e-06,0.00015356391668319702,483.1662014275789,0.0005052238702774048,3.5576834306120872,0.0039057284593582153,0.008445195853710175,58.12835614383221,1000,29000,29000,72.91783,140.6636,140.2394,72.51024,238.20921,0.1377471,0.09349242,4.446843,3.743051,0.9376757,-146.26129,0.5231239,4914.0
148.09398,71.51029,81.70557,0.1307602,29,216.3,1000,108,261.97444531862266,608.1595,3982.8203,185.32002,1126.5261,7.337900161743164,20.0,2.737823242160841,85.84845470886752,85.61147991886854,0.35430613,44541,216.3,608.1595,0.1321224016968893,0,0,-inf,1000000,0,29,1.9222497940063477e-06,0.00030172616243362427,499.16904881596565,0.0006690099835395813,6.967896714806557,0.003938831388950348,0.008128613233566284,58.32108887284994,1000,30000,30000,81.22814,144.92265,144.3863,81.55478,236.082,0.13075168,-0.0960211,4.926722,3.760938,1.3111539,-150.34724,0.53699297,4945.0
142.03806,81.66243,84.05134,0.13642031,30,113.8,123,110,3.4292856398964493,276.70453,295.57083,267.171,7.2438574,7.337900161743164,20.0,2.598459385200717,81.94906308817613,84.55425084021688,0.35430613,44701,113.8,276.70453,0.05992054784321467,0,0,-inf,1000000,0,30,1.959502696990967e-06,0.0001514330506324768,492.3180951923132,0.0006329566240310669,3.8237911835312843,0.004354044795036316,0.008628956973552704,59.25072105228901,1000,31000,31000,78.92858,152.51181,151.99234,78.64605,259.48767,0.13636465,0.93163526,4.9009056,3.7622466,1.6370578,-158.6178,0.51546174,4907.0
139.14749,77.65434,80.243614,0.14146544,31,776.3,1000,123,349.08453131011123,2999.643,3995.1528,342.11948,1427.9822,7.337900161743164,20.0,2.8919725633214224,84.91274967322245,84.37176842599631,0.35430613,44784,776.3,2999.643,0.6530666352763644,0,0,-inf,1000000,0,31,1.914799213409424e-06,0.00010538846254348755,497.2743355035782,0.00047281384468078613,24.730660296976566,0.003861837089061737,0.008158229291439056,58.385318614542484,1000,32000,32000,86.2038,147.8164,147.52022,86.22016,197.08122,0.14147124,-0.12278001,5.3342586,3.9305363,1.0919774,-155.6434,0.58318764,4853.0
142.92488,84.61778,72.554596,0.13541378,32,165.6,175,158,5.589275444992848,419.6482,453.16104,392.73972,16.902712,7.337900161743164,20.0,2.634878603589095,84.19369937924807,85.54958239398181,0.35430613,44403,165.6,419.6482,0.09105840651352323,0,0,-inf,1000000,0,32,2.1085143089294434e-06,0.00011516362428665161,484.2036538645625,0.0006839707493782043,5.481143452227116,0.0037520602345466614,0.008051998913288116,57.67515393346548,1000,33000,33000,74.98455,149.33235,148.91632,75.69638,212.96532,0.13539265,0.3490251,5.090068,3.7573388,0.90214324,-155.77751,0.54357684,4921.0
150.61565,70.011635,81.330055,0.13185519,33,139.0,152,136,4.626013402488151,410.41245,453.42706,398.237,15.140764,7.337900161743164,20.0,2.7287132193032524,84.87071608978393,85.09196352048338,0.35430613,44862,139.0,410.41245,0.08904655502011183,0,0,-inf,1000000,0,33,1.8402934074401855e-06,0.0002671852707862854,484.6269270479679,0.0005791857838630676,4.393750794231892,0.003943972289562225,0.008381664752960205,58.70585609972477,1000,34000,34000,89.394455,150.69681,149.33257,88.886566,232.42137,0.13188341,-0.74549097,4.5166693,3.9281502,1.3341355,-156.88818,0.57487446,4903.0
138.92229,82.01346,92.56278,0.14329559,34,743.9,1000,146,391.1992970341332,3413.7485,4763.438,337.90314,2013.2866,7.337900161743164,20.0,2.5534662283851604,81.12132403175049,83.81349555241525,0.35430613,44868,743.9,3413.7485,0.7432725048478599,0,0,-inf,1000000,0,34,2.034008502960205e-06,0.00011418014764785767,486.0620842128992,0.0006899088621139526,23.81290828436613,0.003814004361629486,0.008176520466804504,57.96741008013487,1000,35000,35000,76.56064,146.8667,145.90483,77.06315,307.95044,0.14329112,0.18931557,5.070951,3.8423371,0.9061235,-153.45628,0.55300206,4898.0
156.68839,76.84116,91.66681,0.13134329,35,100.8,102,99,1.0770329614269007,163.44232,172.19962,153.33159,5.3519754,7.337900161743164,20.0,2.707485275488469,86.19527487085365,86.02727285996139,0.35430613,44508,100.8,163.44232,0.03524829247387366,0,0,-inf,1000000,0,35,1.989305019378662e-06,0.0001500248908996582,488.72845397144556,0.000524863600730896,3.3235932141542435,0.0037984177470207214,0.008169636130332947,58.808560602366924,1000,36000,36000,82.42112,149.47871,149.32443,83.32163,224.70467,0.13131016,0.11249387,5.0951447,3.8423424,2.352709,-155.72867,0.555407,4900.0
156.13829,78.4479,82.25795,0.13575913,36,208.1,228,193,11.076551810017412,435.21158,445.026,426.1772,5.82014,7.337900161743164,20.0,2.495369994233213,80.89116750961581,84.62090540670991,0.35430613,44854,208.1,435.21158,0.09444862660049688,0,0,-inf,1000000,0,36,1.7955899238586426e-06,8.974969387054443e-05,482.72392926365137,0.0005813539028167725,6.650336675345898,0.003632187843322754,0.008002452552318573,57.96235663443804,1000,37000,37000,74.075264,146.54742,146.63574,74.14768,200.71234,0.13578194,-0.0058215247,4.4337835,3.8817272,0.91392684,-152.26169,0.5452959,4942.0
147.8844,84.29673,95.30644,0.1381392,37,1000.0,1000,1000,0.0,4342.167,4390.8506,4309.711,20.865696,7.337900161743164,20.0,2.8284869006513036,85.77972603326248,84.74377296051026,0.35430613,45035,1000.0,4342.167,0.9455127565777643,0,0,-inf,1000000,0,37,1.996755599975586e-06,0.00031175464391708374,486.9542430266738,0.0006166175007820129,32.01254429668188,0.003668755292892456,0.008186817169189453,57.14281314611435,1000,38000,38000,86.99165,151.31412,150.84209,86.48793,348.1475,0.13813968,-0.14286865,4.547591,3.5913875,1.3350433,-158.17868,0.5247499,4915.0
145.91013,80.75019,79.619644,0.13760753,38,122.2,126,120,1.8867962264113207,272.38632,289.5879,258.3343,8.49978,7.337900161743164,20.0,2.7278527267018555,85.19307600920513,84.91302066890121,0.35430613,44980,122.2,272.38632,0.058979899560069445,0,0,-inf,1000000,0,38,1.7285346984863281e-06,0.00012489408254623413,485.44454289227724,0.0005063712596893311,4.04251179844141,0.003951601684093475,0.008685953915119171,57.89216550439596,1000,39000,39000,88.19456,160.23744,159.73486,87.669464,326.19855,0.13760924,0.95148855,4.1722107,3.3705993,0.8806997,-161.92642,0.46293622,5047.0
157.92746,71.48501,85.27375,0.13286017,39,109.9,112,106,1.57797338380595,308.63104,318.3528,301.2205,4.2102275,7.337900161743164,20.0,2.785392785497242,84.26277764596587,83.76805147530555,0.35430613,44882,109.9,308.63104,0.06687519863990914,0,0,-inf,1000000,0,39,1.862645149230957e-06,8.647888898849487e-05,477.0471659079194,0.0004973635077476501,3.5474896505475044,0.003785833716392517,0.008090667426586151,57.74829788506031,1000,40000,40000,75.93348,150.30421,148.1122,76.33025,198.10693,0.13284163,0.01910353,5.256304,3.7650485,1.0859249,-156.88249,0.55724895,4896.0
145.10168,77.15227,93.655495,0.14574467,40,308.7,627,154,190.04686264182314,1100.6748,2736.8599,373.32132,948.29315,7.337900161743164,20.0,2.6260139028832423,82.76899711782468,84.87671690734685,0.35430613,44629,308.7,1100.6748,0.2394085306053882,0,0,-inf,1000000,0,40,1.8551945686340332e-06,8.724629878997803e-05,480.96958320587873,0.0005444511771202087,10.073044255375862,0.0039327070116996765,0.00798354297876358,57.52492244541645,1000,41000,41000,93.95209,154.99414,154.35876,93.88784,322.3466,0.14569174,0.64934576,4.733605,3.7539177,1.007397,-158.54214,0.5281595,4995.0
147.7189,79.4354,89.30464,0.1343967,41,397.1,1000,125,394.7765063931743,1816.6523,5222.8413,298.04123,2218.3687,7.337900161743164,20.0,2.706863645351683,85.61605434753595,85.66978893746376,0.35430613,44068,397.1,1816.6523,0.39537212292341944,0,0,-inf,1000000,0,41,1.862645149230957e-06,0.0002740994095802307,486.86887630820274,0.0006561726331710815,12.615918524563313,0.003959290683269501,0.00824514776468277,58.39486762881279,1000,42000,42000,81.967865,150.07681,149.36133,81.80892,183.78043,0.13439086,0.14854394,4.762133,3.7690995,1.8275774,-156.4536,0.5381613,4916.0
153.6936,79.087524,89.424965,0.13849145,42,830.1,1000,149,339.80066215356317,4593.426,5695.076,403.29352,2093.098,7.337900161743164,20.0,2.755112950571646,84.5845411256862,84.92423109708965,0.35430613,44874,830.1,4593.426,1.0002452323967372,0,0,-inf,1000000,0,42,1.8849968910217285e-06,0.00010500848293304443,488.91430938988924,0.0008784681558609009,27.377828873693943,0.003900758922100067,0.009307697415351868,57.63803021609783,1000,43000,43000,99.01986,152.59282,151.86765,99.72771,263.37326,0.13848531,-0.034750544,5.065956,3.8739562,1.1335971,-158.9975,0.56442034,4907.0
151.44821,78.75338,99.3959,0.1350102,43,576.7,1000,150,423.3025041267769,2492.8354,4657.674,373.72263,2101.6973,7.337900161743164,20.0,2.714425335931081,84.00973316225725,83.86139624444246,0.35430613,44873,576.7,2492.8354,0.5426671712174729,0,0,-inf,1000000,0,43,1.9222497940063477e-06,0.00012870877981185913,481.1755567789078,0.0005790367722511292,18.492276087403297,0.0038901567459106445,0.008184194564819336,58.43999730050564,1000,44000,44000,92.56322,155.2788,154.87953,92.09137,414.6642,0.13498992,0.25839093,5.178067,3.6790729,1.4525613,-162.58781,0.5484601,4892.0
